Country,Month,Total,N_Languages,Max_N,Variance,Skewness,Kurtosis
BRB,2019-04,17375,9,13840,3076435.0716552082,7.63337532375932,56.51792089371201
BRB,2019-05,18376,6,15595,3907589.421470123,7.658591125705478,56.775759449310144
BRB,2019-06,15328,7,12369,2385892.5714285714,7.744777120523047,58.315920274243055
BRB,2019-07,29298,7,15970,3860908.5037837834,7.031336182319502,51.72240055113366
BRB,2019-08,34780,6,23351,7494785.954954956,7.981472818318946,63.94778111323171
BRB,2019-09,33076,8,18351,4788152.706329114,7.334848196064569,55.79682536142284
BRB,2019-10,32740,9,20530,5949698.0022214,7.756106042355768,60.948217705858085
BRB,2019-11,43060,9,29520,10991084.66697531,8.434469235587601,71.02000737878234
BRB,2019-12,38337,9,26651,10698645.189054722,7.740561617671617,59.160742546695616
BRB,2020-01,34218,9,24404,7726733.280719282,8.388184814987415,69.7021219735792
BRB,2020-02,33171,8,23052,7127249.078421052,8.183696724007056,66.61421464832685
BRB,2020-03,36039,10,24544,7689905.442879747,8.37997588409939,70.08378631343993
CRI,2017-11,2048,2,1908,106669.94295900178,5.564482707105991,28.986502110520338
CRI,2017-12,2418,3,2207,138569.78655462177,5.647683993814193,29.941783402086962
CRI,2018-01,2214,3,1907,103806.60840336134,5.587178546723653,29.4701220951455
CRI,2018-02,2200,2,1981,150204.96615384618,4.770004800142989,20.848748905797976
CRI,2018-03,2101,3,1874,134403.20153846155,4.764550125476251,20.813199722243464
CRI,2018-04,1146,2,1069,59720.00584795323,4.0008351938704845,14.024335697533456
CRI,2018-05,2409,2,2240,138900.3642857142,5.739102607060661,30.968504203408834
CRI,2018-06,1867,2,1775,184168.40441176473,3.7487472230548144,12.056630818216002
CRI,2018-07,116840,3,100362,96512773.49084243,9.96627203970466,98.13047496512158
CRI,2018-08,102825,3,88062,82084156.59686455,9.466301684075395,88.3349980838243
CRI,2018-09,145257,3,124676,127170904.83366653,10.813763912228728,115.85782274279366
CRI,2018-10,237931,3,202818,285690342.15727973,11.75627829552914,137.34233765899836
CRI,2018-11,305176,4,265052,515199210.01266646,11.460637263328621,130.15775255160838
CRI,2018-12,485166,4,419008,1262282096.8984582,11.5576986983972,132.60273528596932
CRI,2019-01,503804,4,432978,1239852102.4503312,12.07620932714396,144.80060972814343
CRI,2019-02,457940,4,388007,1138523530.9370015,11.261992611550411,125.79777131173964
CRI,2019-03,457996,3,389808,1134937814.412051,11.311903275051545,127.14618975212846
CRI,2019-04,370421,3,317257,786601621.6109495,11.054714883544166,121.32060543978264
CRI,2019-05,352574,3,307671,799938515.4792767,10.64595373974429,112.13915465226935
CRI,2019-06,274509,3,240768,529111669.4986654,10.245731014750406,103.5982238374758
CRI,2019-07,432077,3,380657,1163826688.3352263,10.94709114756918,118.5031366830879
CRI,2019-08,497332,3,426702,1356791212.0860147,11.350420324072493,127.78338217547198
CRI,2019-09,462608,3,391425,1117943251.9604359,11.460649335459939,130.43654975660485
CRI,2019-10,502602,3,434150,1401926049.917413,11.38193709018788,128.30485962344838
CRI,2019-11,520466,3,440646,1366079044.6873827,11.686000931741223,135.6038610121999
CRI,2019-12,497632,3,421565,1200733667.4239068,11.925768761638565,141.35490927319933
CRI,2020-01,454636,5,381916,954225975.5092095,12.114509237601387,146.022639840836
CRI,2020-02,424729,5,354791,899744501.5520769,11.569895879668383,133.09162482475242
CRI,2020-03,509357,4,429819,1380174712.2535107,11.30595833091998,127.051870664094
HTI,2018-07,66782,6,29235,14850912.45506329,5.97825416578744,37.93701904483339
HTI,2018-08,57385,6,24437,9907580.517928861,6.051790458036855,39.43601517636305
HTI,2018-09,85494,6,37981,20075957.51205937,6.796462065772342,49.40494483155355
HTI,2018-10,136878,7,57663,40866248.350947164,7.207282595943532,55.531596277534135
HTI,2018-11,257917,7,130087,172846626.97653672,8.41839766804472,76.52435718811499
HTI,2018-12,509716,6,267643,733435108.5941846,8.54608697923351,78.10776094046837
HTI,2019-01,493412,6,242452,629232347.1016492,8.096278772323549,70.52762839921544
HTI,2019-02,493931,5,222409,625609745.9587374,7.145559598568449,55.13974812185275
HTI,2019-03,465054,7,221518,576074730.310592,7.621045142537701,62.23163411925462
HTI,2019-04,341560,6,178424,359121641.26661676,8.050329750201506,69.41985361973771
HTI,2019-05,346644,8,178794,370931135.2417006,7.885425017018578,66.75032686595853
HTI,2019-06,273165,6,136202,209765788.88361844,7.869951542036297,67.15405635950572
HTI,2019-07,437779,7,234505,568238965.4252253,8.536426935753191,77.91480070233149
HTI,2019-08,523454,6,297049,870211620.9930469,8.936819698882974,84.41220636997623
HTI,2019-09,482580,6,263747,654469767.4794765,9.023361793876333,86.93970956939651
HTI,2019-10,540444,6,288265,815324827.7923373,8.694163669782466,81.21868529799086
HTI,2019-11,557090,5,304446,888607240.9845934,8.900322938186415,84.53865658770424
HTI,2019-12,532440,6,299153,837486911.7478992,9.143228705806024,88.67674124369232
HTI,2020-01,483147,6,261140,656390415.8308539,8.807852970226564,83.19025363524473
HTI,2020-02,478964,6,266109,710573875.381152,8.71816343132067,80.92181661617406
HTI,2020-03,567617,8,307313,839573977.0059353,9.274749181963488,91.87864816428723
HND,2017-07,67832,2,61411,58236997.15528846,7.7946770854093606,59.14093118843405
HND,2017-08,38957,2,34951,20136377.401092894,7.514195457619209,54.92789380706132
HND,2017-09,73195,2,64975,59057257.398865424,8.180097867277125,65.53138061525563
HND,2017-10,29947,2,26308,12033799.627646707,7.2771143853533875,51.55496031787212
HND,2017-11,1735,3,1370,75995.0,4.466327842891305,18.516635037349957
HND,2017-12,1893,2,1520,83703.06216931215,4.775293670627901,21.407045506481055
HND,2018-01,1260,4,987,43094.72332015811,4.2114354845824336,16.341562590999214
HND,2018-03,1404,3,1122,60293.32857142856,4.0570950248525355,14.909416827688087
HND,2018-05,1240,3,910,39281.48051948053,3.92607214876887,14.224790019370989
HND,2018-07,77149,5,56458,38708306.472549036,8.564345498153195,73.62257295739242
HND,2018-08,68924,5,50156,31254860.70819864,8.46273012556418,71.85383674156026
HND,2018-09,89332,5,63910,41558345.980974555,9.353001739016763,88.48466297664511
HND,2018-10,138278,5,104013,97424589.80406769,10.075648357214607,102.09878889087531
HND,2018-11,245228,5,179827,314287129.60007066,9.58676818205802,92.90875932098479
HND,2018-12,466964,5,316385,860748848.70671,9.978606931991143,102.34769115843423
HND,2019-01,506348,5,365287,1223135264.406769,9.84529067506271,98.35214229811429
HND,2019-02,478816,5,362438,1111757936.5168042,10.430364684423727,109.31977637089575
HND,2019-03,422021,5,312570,853366361.7708966,10.203841870505107,104.98540561571895
HND,2019-04,376528,5,279524,704358071.0467318,10.0577823398481,101.81746121285128
HND,2019-05,342644,5,262050,589073671.7581539,10.387555449770822,108.15658721107948
HND,2019-06,281345,5,216945,432156485.050778,10.042497397534143,100.84339681240826
HND,2019-07,420715,5,302911,807576105.4356028,10.150455713461787,104.05667692988887
HND,2019-08,483933,5,331768,923860398.5100313,10.298836571034652,108.04833436048466
HND,2019-09,476283,5,338265,996820036.9659595,10.148342473236065,104.45324273685277
HND,2019-10,512111,5,378516,1064569628.2820798,11.135056690045365,125.07368717182669
HND,2019-11,526987,5,377181,1122543107.298767,10.710812107206035,116.34006521408429
HND,2019-12,481054,5,325411,827334743.1143788,10.551153210347254,114.35096882277969
HND,2020-01,482435,5,343925,1031143965.5111812,10.142665882834066,104.339279844607
HND,2020-02,472999,5,333381,1007612791.3321133,9.902289769483566,99.58100896419216
HND,2020-03,566338,5,413523,1343186024.1108031,10.730933880601082,116.70059884699735
USA,2017-04,1320501,2,1216843,8324118810.599663,13.197068715523569,172.43348689268583
USA,2017-05,2284686,2,2111357,21868160000.11968,14.145249858137507,198.38246771296286
USA,2017-06,3158399,2,2916384,38517563934.04073,14.730346546082325,215.31065382012943
USA,2017-07,2102323,2,1936536,18130136615.37067,14.249879407603656,201.36287432976715
USA,2017-08,896645,2,827123,3933588423.38705,13.04921341140853,168.51544933288446
USA,2017-09,1721233,2,1595448,13263148153.93453,13.722485269954486,186.53243975236748
USA,2017-10,740969,2,687796,2938958578.5079975,12.547658719196036,155.62613678193654
USA,2017-11,1756,4,1360,75228.60666666667,4.42490888342029,18.23858422387762
USA,2017-12,1945,3,1412,103313.46052631579,3.7099444968322985,12.550665358017435
USA,2018-01,1758,4,1406,103947.92982456139,3.8442073406963377,13.160678317292334
USA,2018-02,2006,4,1453,95211.08695652176,4.053854062240955,15.287401197195269
USA,2018-03,1775,4,1271,66662.25,4.284514751344075,17.286724659262806
USA,2018-05,2148,6,1508,66985.71092436972,5.241168827667019,26.599048497951333
USA,2018-06,1319,4,918,56528.92380952381,3.12035325999697,8.391221974184939
USA,2018-07,190295,2,177433,280904914.0591216,10.430721941007189,106.86929374124412
USA,2018-08,162704,2,152081,214019419.99030802,10.23693361644662,102.86582015777412
USA,2018-09,237103,2,221482,415479034.0064466,10.713854784636467,112.86013699180145
USA,2018-10,387635,2,361804,941386483.3527265,11.650685067049304,133.82723686682252
USA,2018-11,398122,2,371512,999773695.8068337,11.607625139124528,132.8262160450378
USA,2018-12,497695,2,464489,1551520906.511104,11.651238664459935,133.83597647357885
USA,2019-01,528245,2,493716,1832215301.9225338,11.388920623879327,127.80620695461826
USA,2019-02,479741,2,446810,1571434580.410573,11.12193319884227,121.79946285489896
USA,2019-03,486040,2,454046,1493472142.9334605,11.606277732803765,132.80493422399357
USA,2019-04,406357,2,382563,1108318315.5329056,11.348508787899688,126.86104595548579
USA,2019-05,389403,2,366616,987940924.3851305,11.523013858554313,130.85504497428238
USA,2019-06,293415,2,276104,645669935.8543388,10.716266578397237,112.89495193167525
USA,2019-07,459286,2,431377,1338242050.011052,11.652400737780797,133.85414555319244
USA,2019-08,520008,2,484890,1609762256.5568256,11.94769012522955,140.83320155862214
USA,2019-09,494349,2,460312,1512912377.8735356,11.692872257265975,134.81705881567697
USA,2019-10,541324,2,504067,1801454249.1754816,11.734462126092335,135.7995837508515
USA,2019-11,541472,2,502104,1866931887.2966282,11.474234946400784,129.7729435083366
USA,2019-12,533770,2,495710,1754502248.475848,11.692580588911882,134.8125440038111
USA,2020-01,503334,2,467690,1429164949.339009,12.23528949621901,147.802811231092
USA,2020-02,485246,2,450284,1547025138.079272,11.30171054856135,125.82096012647006
USA,2020-03,557282,2,512749,1825183646.4333727,11.858742221602068,138.75408296459182
CAN,2017-04,349608,3,319292,841910907.9869148,10.849447761597009,115.80959763163746
CAN,2017-05,618847,3,568012,2480215275.209362,11.257214039943326,124.81896148987879
CAN,2017-06,939787,3,860951,4874670019.784552,12.191650081058027,146.75896433075226
CAN,2017-07,885535,4,752440,3702354031.300951,12.125006844843716,146.1994992394626
CAN,2017-08,370725,4,312026,792381642.9522035,10.811050134091259,116.07590177790998
CAN,2017-09,688012,4,577309,2232576171.2482123,11.928460251808906,141.9148653539346
CAN,2017-10,292894,4,246830,470029535.43311805,11.100871270987898,122.5957345383447
CAN,2018-07,211134,2,183891,327372282.7195669,9.911862956758915,97.05958436821705
CAN,2018-08,170197,2,149341,243688692.80112284,9.322255938150974,85.5349315309221
CAN,2018-09,275964,2,234782,485568393.4976355,10.348630423679255,106.46702456083973
CAN,2018-10,453079,2,389316,1275946207.9747202,10.621499679899191,112.01502277957076
CAN,2018-11,475241,2,405840,1216013561.7128596,11.351950112593075,128.32191608910367
CAN,2018-12,587305,2,497697,1869109196.8935585,11.225889844836948,125.4364223711278
CAN,2019-01,625795,3,528174,2091021427.3559976,11.256311226390162,126.20252674527552
CAN,2019-02,579163,3,486941,1952907769.4775426,10.710850315621743,114.20100548395202
CAN,2019-03,595232,3,503540,1989609610.7871852,10.990999368824921,120.26826247934017
CAN,2019-04,540877,3,459474,1796879049.42316,10.535218146422942,110.39650269190496
CAN,2019-05,528465,2,453523,1718816753.2683191,10.653276902839655,112.77428977789135
CAN,2019-06,389169,3,331436,934746820.0188007,10.539240137369156,110.460566978769
CAN,2019-07,559522,3,476045,1778499788.5967784,10.990732714119481,120.26170470855847
CAN,2019-08,586708,3,493972,1959469769.1883173,10.862850349405205,117.41975156694136
CAN,2019-09,570325,3,476973,1831291151.5035555,10.82676145849142,116.82435272334124
CAN,2019-10,611337,3,513003,1949430150.8492913,11.297145697572688,127.38716513670266
CAN,2019-11,622622,3,525337,2134372853.4125657,11.065106189928517,121.99461472976029
CAN,2019-12,599628,3,507216,1929289298.8875623,11.249805682025643,126.09108503477037
CAN,2020-01,572327,3,480197,1770888920.7806501,11.098036184900785,122.79413873653007
CAN,2020-02,556465,3,470461,1853122194.5365014,10.621828359194073,112.27313599150419
CAN,2020-03,631589,3,530813,2117081012.4419022,11.219055067225513,125.56860166696009
KGZ,2017-07,19523,3,16038,6642190.985155196,5.839158029033353,32.680400298914634
KGZ,2017-08,11357,4,9507,2827676.28125,5.276683037706979,26.220016833572654
KGZ,2017-09,22130,3,18342,8904859.42816501,5.770463417611796,31.82560031608699
KGZ,2017-10,9900,3,8263,2963592.8023715415,4.364620483805431,17.367728550742804
AZE,2017-07,12726,5,6067,1034319.5309898241,4.629463715985408,21.98863605703342
AZE,2017-08,27644,5,14061,3753101.5766899763,5.918067252344054,36.876861769967945
AZE,2017-09,51511,5,27709,11948399.525632259,6.735239388192378,48.00477837558905
AZE,2017-10,21603,6,11124,2833678.619496857,5.360638772882616,29.83836757322515
AZE,2018-05,1164,6,735,19173.989247311834,4.48867869645919,19.475798562062405
AZE,2018-07,30755,9,13611,3063028.8859473853,6.2220243161475945,41.59277083668136
AZE,2018-08,25446,9,10803,2010276.4205405402,6.018848649001099,39.18290479290793
AZE,2018-09,38434,9,16914,4021096.2931562816,6.824919140506274,50.72967956149664
AZE,2018-10,58967,9,27140,9683679.268817205,7.174587873310779,55.90536346764564
AZE,2018-11,119051,8,49950,37568351.67403247,6.381711499836612,44.28617770202411
AZE,2018-12,275149,10,115190,196919227.33241758,6.48053421594001,45.287273951113235
AZE,2019-01,274287,9,118596,192786678.72890806,6.829874156117041,50.29651701071522
AZE,2019-02,248113,8,102078,173522801.93994528,6.050334240923032,38.912161488164834
AZE,2019-03,239867,8,106621,153898084.470943,6.9464800827661035,52.04073752039959
AZE,2019-04,214165,8,92680,124157634.80317907,6.623628204440054,47.22686797436542
AZE,2019-05,219627,6,84650,125844276.74548161,5.905524075632547,35.843639949592145
AZE,2019-06,168851,7,73528,84012352.528605,6.35869278062394,43.17921593580644
AZE,2019-07,219611,8,84210,129795146.17750783,5.749622315137373,34.0096580027624
AZE,2019-08,232156,10,87341,126397723.38230681,6.072964335540038,38.46579512779536
AZE,2019-09,223979,8,81208,120303285.23876403,5.56375436007019,32.53501964378243
AZE,2019-10,259116,9,91325,159973034.74565884,5.495764412830342,31.120405018184762
AZE,2019-11,262131,8,90810,167780152.86217105,5.826095546630096,33.889146824491654
AZE,2019-12,262903,10,83480,142409985.00851068,5.3774252928363495,29.046546609656488
AZE,2020-01,265894,8,85188,158504668.26271927,5.564720637395092,30.72750184966211
AZE,2020-02,254121,8,77053,142840292.56794786,5.404033127448013,29.06877195925218
AZE,2020-03,270341,9,91884,166073045.11168322,5.978568776000813,35.63809789297468
TJK,2017-07,1480,8,391,13163.449275362318,1.9242368199055033,2.4960616091849994
TJK,2017-09,1533,7,757,35354.029411764706,2.816517171427973,7.300347400200495
TJK,2017-10,1062,7,443,17524.31428571429,1.9491018995369438,2.5416561138972478
TJK,2017-11,1143,2,1113,102736.56818181818,3.0145289853245374,7.088783515899584
TJK,2017-12,1207,2,1133,70827.82026143788,3.8752195420627844,13.032444451387196
TJK,2018-01,1264,2,1223,114430.35897435895,3.174630562982962,8.080254555813118
TJK,2018-02,1193,3,1143,143633.27777777775,2.4730414652061015,4.119777155780353
TJK,2018-03,1200,3,1126,89731.14285714286,3.322941972670393,9.055249428294273
TJK,2018-05,1244,3,1144,59020.92640692642,4.361065206743784,17.029307365566456
TJK,2018-06,1089,2,1058,74320.25714285715,3.4737501885293054,10.068648461590385
TJK,2018-07,12018,8,6950,1028175.0060331823,5.931272833921594,35.89473083113999
TJK,2018-08,9807,8,5074,634271.1424606845,5.265895877734015,28.512143531293507
TJK,2018-09,14495,10,6826,1138421.3316400582,5.198638983327052,27.262294736892258
TJK,2018-10,20485,9,9715,1981320.441300899,5.668768041082478,32.72735829526502
TJK,2018-11,43117,7,22544,11580913.490196077,5.530604132258289,31.457642341333177
TJK,2018-12,102575,8,47231,49075687.884153,5.450530173449093,30.317182694725858
TJK,2019-01,91092,7,42191,34050949.55473293,5.8621026358196415,36.99588737021222
TJK,2019-02,76145,7,36910,25841936.689903848,5.971936779248544,37.28364604139422
TJK,2019-03,58833,9,29600,17794579.87881356,5.845398087048984,35.115060213423654
TJK,2019-04,54560,12,19764,9436079.06760316,5.047385324024243,25.653394267378783
TJK,2019-05,59300,8,31142,20073729.410774406,5.844374348870982,35.61176286294583
TJK,2019-06,43188,7,23803,13449037.40483092,5.539909754341486,31.467947959996614
TJK,2019-07,60809,6,37121,27344239.444095045,6.3089563528894566,40.33449915045403
TJK,2019-08,72353,7,43262,33233746.203278698,6.669654907432194,45.36689842469897
TJK,2019-09,83496,6,56768,56955678.15429576,6.914477009407205,47.84201252667076
TJK,2019-10,74713,6,44303,35600033.49398909,6.5130121123537466,43.466503431715964
TJK,2019-11,75427,7,41863,34564750.28826376,6.084255701691154,38.13048464058341
TJK,2019-12,80775,8,50114,42414577.898617506,6.9511910239129575,48.99003236893334
TJK,2020-01,70543,9,42887,36032241.46666666,6.340653949356535,40.75755461079006
TJK,2020-02,63855,8,38218,28929571.5,6.3147211105898196,40.394831050591264
TJK,2020-03,80404,9,45162,40132807.116883114,6.206035412682839,39.40027520509779
ARM,2018-09,16080,7,4836,868922.6662770308,3.730469550104714,12.816453668106112
ARM,2018-10,45446,7,12770,5598300.159298246,4.289558749239039,17.207142326511715
ARM,2018-11,147264,5,43027,54600833.44922549,4.63911578622713,20.379339014385984
ARM,2018-12,385897,8,106178,350689889.26650625,4.6391183377531,20.201584928570668
ARM,2019-01,380371,7,107506,352441439.3426389,4.565525829613699,19.639424649787546
ARM,2019-02,341943,8,92715,323488807.347027,4.329675592699045,17.311389648465124
ARM,2019-03,325709,7,93835,248619759.9956044,4.9680660160130365,23.839987262358676
ARM,2019-04,298158,7,88307,236276719.89970788,4.6471766437608135,20.75437994580521
ARM,2019-05,305032,9,101283,275272788.1398198,4.703409321046486,21.610787758309133
ARM,2019-06,231155,9,70048,143299360.53829506,4.699283437831847,20.977005543840466
ARM,2019-07,306647,9,91767,254237793.215839,4.668944576530739,20.538638586851533
ARM,2019-08,309014,9,100865,245922867.53568196,4.9321012014856604,23.90318738721745
ARM,2019-09,303399,9,87008,238274552.19999996,4.697768493433753,20.730372236541637
ARM,2019-10,347438,7,117427,334226434.36541474,4.665615855273549,22.380437690741047
ARM,2019-11,345403,7,107951,279917311.01064414,4.6808826133649,21.750506256783687
ARM,2019-12,342023,9,110804,293973656.4319482,4.895645180639127,23.704135277376317
ARM,2020-01,324097,8,97029,245184046.81726706,4.515059010202286,20.34340178964555
ARM,2020-02,339540,7,102076,288216005.0391244,5.00890683142848,24.305373056001585
ARM,2020-03,353901,8,106552,295845296.6798319,4.887127787717616,23.340251405485134
IRN,2017-04,77489,3,68669,98361306.7016844,6.642403526708382,42.40689198869514
IRN,2017-05,149047,3,133293,273962468.74903846,7.805535358875123,59.26768609659555
IRN,2017-06,225253,3,200932,547097699.9024434,8.351516349699343,68.14435069109376
IRN,2017-07,211263,3,187799,490997346.05457735,8.235446059363143,66.19589976111695
IRN,2017-08,119684,4,104983,157649860.29482397,8.121470462713843,64.2928007243812
IRN,2017-09,216166,3,191941,466988214.9470952,8.65907966367044,73.3058795927109
IRN,2017-10,90464,4,79741,111604487.22431077,7.292171770324102,51.44330459943016
IRN,2017-11,1842,4,1237,86182.49707602338,3.399820475329746,10.449019807436706
IRN,2017-12,2588,4,1544,119643.79710144928,3.496045738211852,11.181456491645813
IRN,2018-01,1884,4,1203,82448.5894736842,3.2811287455439024,9.647336636165296
IRN,2018-02,2125,4,1405,115754.58479532164,3.2570960431137683,9.466050779184943
IRN,2018-03,1705,4,1049,50399.45384615385,3.7306417298799457,12.980542550485266
IRN,2018-05,1587,5,876,52834.15204678362,2.801061170348998,6.354473011291198
IRN,2018-06,1575,4,1066,75866.2625,3.0286307603310925,7.929524740935282
IRN,2018-07,105728,8,61190,41087572.194257416,8.510336508659652,75.74908483300358
IRN,2018-08,89833,8,52114,31082750.018256027,8.314556408240595,72.26289098122517
IRN,2018-09,128242,8,76170,58250529.33077561,8.955846358711327,83.83508966400956
IRN,2018-10,205371,7,126043,140932398.31667334,9.648169860874797,96.98025989610457
IRN,2018-11,230887,7,139237,168466742.9679364,9.722694117302089,98.7339264157603
IRN,2018-12,320309,8,194254,326752345.21896774,9.81390669134794,100.1587099782449
IRN,2019-01,350299,7,223313,430357771.95928377,9.93118836341106,101.8657350800222
IRN,2019-02,307340,6,193734,335367044.37535036,9.731497054327013,97.90744013564837
IRN,2019-03,291557,8,172865,261803144.54038715,9.67452177942974,97.77716594189145
IRN,2019-04,242763,7,145274,210330764.57886994,8.991521826859262,84.4665126620349
IRN,2019-05,250026,7,155306,206460234.77952746,9.863317875633308,101.1767897767332
IRN,2019-06,192698,7,115905,126598638.74632679,9.323809482046236,90.63987288997266
IRN,2019-07,299258,7,181038,303060368.48198277,9.39143289153694,92.05262206183839
IRN,2019-08,310740,7,181992,284494717.90459144,9.659242774199939,98.13684295376716
IRN,2019-09,303020,8,180736,307733590.56731635,9.32127797782631,90.63741694234977
IRN,2019-10,327774,8,195809,340144081.19192326,9.632164791642152,96.81405846222677
IRN,2019-11,310732,8,169380,259649675.12873396,9.207385263931048,90.13194064713421
IRN,2019-12,321946,7,194158,322261401.9269193,9.808545969465955,100.52298433486918
IRN,2020-01,329994,6,198159,349351099.7621294,9.557463136782646,95.6423602377532
IRN,2020-02,300550,8,175130,259558097.75466827,9.767540845986128,100.27001825733821
IRN,2020-03,334457,8,200290,341549374.1687258,9.810299343303702,100.62391426494133
AFG,2017-07,1159,5,459,22348.810606060604,1.3741886626513389,0.7419646272115137
AFG,2017-08,2380,5,719,48731.48917748917,1.8504180875203462,1.944910055513117
AFG,2017-09,3678,5,1359,92884.57397504456,2.948771834162831,7.876222582548062
AFG,2017-10,1572,5,464,30096.576923076926,0.9668995695350711,-0.6777725769328304
AFG,2018-07,30809,15,9911,1343901.171780515,6.425246471875892,48.08373586968236
AFG,2018-08,27732,15,9487,1090622.5581572433,7.08413813099901,57.69630106359589
AFG,2018-09,42748,15,13188,2220872.138952565,6.505368442131345,49.87345908825218
AFG,2018-10,69732,14,22502,5480293.188727814,7.3025908246657885,62.33620315527925
AFG,2018-11,89728,14,26867,8493796.265840221,6.695159493975446,53.07407597666855
AFG,2018-12,149985,14,43765,24915223.390802775,6.247080474204786,46.133302439633624
AFG,2019-01,164479,13,49270,27960726.62198573,6.728911412277542,53.31862966972773
AFG,2019-02,153867,15,43341,22754167.789244182,6.400422065327967,48.36700007816174
AFG,2019-03,146054,12,48262,26321855.6684233,7.085379055693532,58.675302318948376
AFG,2019-04,130246,13,37835,19909507.35423038,5.908449462650797,41.469108386080336
AFG,2019-05,121105,13,39192,17235298.046514723,7.044331806886867,58.057140833231095
AFG,2019-06,89463,12,30910,11199199.481081083,7.099717540668854,58.1384763899269
AFG,2019-07,141924,13,45820,25130916.686656673,6.768456914036249,53.548822594830604
AFG,2019-08,164400,11,58951,35401622.30645162,7.776247097513329,69.53567288096926
AFG,2019-09,164218,13,55216,31522136.201311864,7.474586876502668,65.09373842009242
AFG,2019-10,173237,14,59585,36776512.81145423,7.55445000585819,65.95665770141761
AFG,2019-11,172747,12,71125,49255288.29908964,8.486997628550673,79.78559537994435
AFG,2019-12,168900,14,57951,29892191.20472366,8.255556065319096,79.11943222428432
AFG,2020-01,163340,14,58155,33466730.200323854,7.860474519944921,70.70014526467571
AFG,2020-02,159416,13,57049,33861273.883483864,7.665094943286903,67.11322884625552
AFG,2020-03,184902,14,59135,34743674.0275862,7.445328520054298,64.67307584972839
GEO,2017-07,6535,6,2956,289027.7607843137,4.696427751448619,20.521029198230778
GEO,2017-08,14012,7,5853,1098684.909409702,5.023734410748007,23.632106145611115
GEO,2017-09,26261,5,11470,3470490.0682011945,5.512932556897515,28.84219208395927
GEO,2017-10,9661,6,4416,647937.0828282826,4.420291908178016,18.577530410787375
GEO,2018-07,27694,8,7464,1374821.7140758159,4.340736512030637,19.59865800259852
GEO,2018-08,23735,9,6109,918509.3578600115,4.215191339794283,18.848179587627154
GEO,2018-09,33994,10,8586,2037603.2432504667,4.563470270434692,21.02151151630569
GEO,2018-10,56666,10,14999,5535083.777167696,5.021237646276397,25.83030348981956
GEO,2018-11,98918,10,29298,18780616.638975967,5.186177081955614,27.997412487524915
GEO,2018-12,215303,12,67576,77435259.73840205,5.666002307087753,35.07082847873183
GEO,2019-01,187145,11,65100,73887579.5871212,5.815731110289944,36.150410142489775
GEO,2019-02,175816,10,72365,84077029.6118131,6.316798270489348,42.60249025075062
GEO,2019-03,182139,10,67651,74954568.62055904,6.028223206359024,39.33926355458794
GEO,2019-04,179999,11,63386,59891173.46454546,6.205262626263704,42.311701574772904
GEO,2019-05,164593,10,68755,64835183.204758056,6.937101166071037,53.360265263665546
GEO,2019-06,113714,8,38963,29223133.61940023,5.188228623472183,30.468192060231694
GEO,2019-07,163459,9,54032,46528004.02285788,5.707070930650095,37.9961155008006
GEO,2019-08,150243,7,48717,38773490.35901456,5.603673707803275,35.38324293972322
GEO,2019-09,173491,9,62478,56785875.11198811,6.266924599465288,44.359775468508204
GEO,2019-10,217742,9,75938,82209961.29896905,6.256818030064057,44.48845918968603
GEO,2019-11,230590,10,89376,107394494.44429195,6.8332649839483235,52.02860641061712
GEO,2019-12,205377,12,74776,70662359.44059406,6.9901984528326055,54.79493312948483
GEO,2020-01,196464,12,76420,77055594.7293525,7.005406861399318,54.18105442828201
GEO,2020-02,213832,13,80258,81819506.50262626,7.017042951470644,55.081057175541204
GEO,2020-03,219339,12,83680,81853613.57362637,7.453283867228584,62.10275028823537
KAZ,2017-07,53664,5,40952,28627810.074576266,7.192573933874784,51.177131678780555
KAZ,2017-08,31723,4,23613,10341755.417857144,6.796903536887205,45.89813042645067
KAZ,2017-09,60282,3,42881,30191813.340384614,7.118380822960846,51.147730331171886
KAZ,2017-10,24828,3,17265,6404535.149387753,6.102171372686537,37.331361399417055
KAZ,2018-07,24248,5,15352,4175720.420765027,6.717883321704975,45.8733389158901
KAZ,2018-08,20489,5,12638,2849801.8595980974,6.617183234246057,44.592092377859146
KAZ,2018-09,33883,6,20421,7527959.519125684,6.576709947291103,44.037871641151256
KAZ,2018-10,56960,6,35857,20696769.46223428,7.099435428418756,51.24368828409548
KAZ,2018-11,69776,5,36583,22888215.15613681,6.366483011552636,42.6212506173805
KAZ,2018-12,120521,5,51750,54046136.34719299,5.473596530812399,30.663465356841456
KAZ,2019-01,115910,5,52923,51815732.98198197,5.811408595179223,35.35419093257987
KAZ,2019-02,100444,9,36962,32389201.354313225,5.00365337806315,24.719637454241425
KAZ,2019-03,97968,7,33181,24797528.772549015,5.19292552026364,26.566809560059447
KAZ,2019-04,93967,7,36796,27098991.47993827,5.4975982477397105,30.754936498257763
KAZ,2019-05,90868,5,37744,29679777.923603613,5.346888605905643,29.215599674297806
KAZ,2019-06,68395,8,29133,17931058.29917184,5.318434745581123,29.209161209796278
KAZ,2019-07,98351,5,47249,36668444.56946203,6.2961854273505615,41.95656892912485
KAZ,2019-08,104717,10,41047,31943264.886259325,5.624729465961872,32.444390917333536
KAZ,2019-09,98938,8,39538,32758622.041292023,5.367929482782954,29.079456672794358
