Country,Month,Total,N_Languages,Max_N,Variance,Skewness,Kurtosis
MDV,2019-11,28862,9,14405,2842738.6166817234,7.398661462364907,57.75798548251912
MDV,2019-12,27543,9,15683,3593372.3644366204,7.516003316305833,57.70644032958116
MDV,2020-01,25034,8,14030,2907640.1021843767,7.299809460425063,55.059939690842924
MDV,2020-02,24773,10,12835,2211237.6791629014,7.593391176029029,60.368609866924736
MDV,2020-03,28088,9,14708,3177221.31368421,7.2154467665101105,54.13461608078993
AUT,2017-07,37187,6,19860,6978140.8009893475,6.381675087654632,41.12189505108322
AUT,2017-08,81983,6,43593,32551842.048872184,6.50100074209678,42.525916938414134
AUT,2017-09,156655,5,88000,103052452.0419956,7.4876974479617155,57.15581250562848
AUT,2017-10,67980,5,40350,25817986.571428567,6.874457009158727,48.03008484686641
AUT,2018-07,119229,7,58109,42985669.981308416,7.577279018668742,58.48313888458061
AUT,2018-08,96568,7,45920,32718021.774294667,6.779706591669393,46.63032781994826
AUT,2018-09,145458,7,74705,71293732.87490667,7.600414936253229,58.82096039756439
AUT,2018-10,227809,7,117947,147339209.4286452,8.401966612369067,72.29628431223503
AUT,2018-11,305395,7,150611,238310744.03981206,8.397636788248912,72.12668621572872
AUT,2018-12,505768,10,228049,544391987.55889,8.411781983351226,71.98065498396579
AUT,2019-01,556222,9,262884,685659297.9669483,8.627144502474811,76.41930914116844
AUT,2019-02,489792,9,228186,576068729.4423558,8.226900198870727,68.33188180200703
AUT,2019-03,489913,8,238277,627270945.8723172,8.181409870133889,68.22666844222978
AUT,2019-04,435538,8,206192,444817736.1656163,8.388177682797926,71.97109124696938
AUT,2019-05,443082,7,232860,615300940.4657662,8.098067812995032,67.38436567951166
AUT,2019-06,331681,8,153556,304887926.9495502,7.59251523580179,57.779003359162225
AUT,2019-07,480271,8,227643,516274946.6231644,8.629157721252732,76.07475934343753
AUT,2019-08,522548,8,234896,567755194.3616022,8.453732527465048,72.99688928088064
AUT,2019-09,519772,8,232472,622315343.5423229,7.944974978615522,64.36483826672841
AUT,2019-10,533020,10,229018,617965065.0757325,8.044389207562446,64.77455619878646
AUT,2019-11,524949,9,224461,613754484.779841,8.05362021291389,64.32954481045338
AUT,2019-12,513288,9,214908,545480630.6359943,8.284148375907067,67.93831454156587
AUT,2020-01,500201,8,213391,531519677.715262,8.159745048404837,66.38112398910158
AUT,2020-02,466625,8,208076,484812613.30651647,8.237023187068669,68.07262653018772
AUT,2020-03,541534,8,262334,581100235.1621071,9.4048638206026,91.28785296069994
NOR,2017-07,30153,9,11811,3213696.3729308657,5.917988168364541,33.62527150618337
NOR,2017-08,67769,10,27526,15178836.617852688,6.388036629954022,39.392061732200666
NOR,2017-09,122673,9,51270,46350419.769093215,6.69759686272171,43.727665543032806
NOR,2017-10,50893,9,19938,8743921.194117649,6.1394842839100106,36.31143912309213
NOR,2019-02,22892,7,12107,3324499.726557775,5.579379678284595,30.739854264397962
NOR,2019-03,24228,4,12442,3392509.773809524,5.707990494575841,31.884084379306564
NOR,2019-04,21518,4,10476,2470562.5487269536,5.714767575098338,31.465425620152253
NOR,2019-05,21522,5,10465,2504344.3731343285,5.69406459476979,31.127134522229433
NOR,2019-06,15401,7,6945,1287074.9621095746,5.349453043392544,27.01609746899158
NOR,2019-07,24535,6,13193,3133151.9293818465,6.345661057239309,40.43019237898061
NOR,2019-08,23667,6,11484,2873440.737762237,5.721129434244928,31.98710214285269
NOR,2019-09,22893,7,11668,2770393.5657342654,5.911285308744654,34.69153838842468
NOR,2019-10,25535,6,13916,3672416.561284487,6.1737882392979255,38.297209409630504
NOR,2019-11,27206,5,15659,4465626.631235431,6.38095508520045,41.21550554240592
NOR,2019-12,24107,6,12104,2729681.0977929975,6.210393554640339,38.381080584580914
NOR,2020-01,23759,7,12416,2888338.622981366,6.196856996566104,38.41757655290878
NOR,2020-02,21588,6,10602,2433904.379918589,5.767280180731316,32.39469497692247
NOR,2020-03,25498,7,12160,2875352.546666667,6.126959456223613,36.75143560790725
DEU,2017-04,68379,7,46209,25546815.622829415,8.442115714586372,72.40759761856475
DEU,2017-05,130557,6,88229,91608724.66065454,8.443774028749418,72.71814466336748
DEU,2017-06,183840,6,117863,148777289.34129947,8.736364414528287,78.51113305775125
DEU,2017-07,165201,6,105882,134979862.66543242,8.229297105904468,69.42580899154855
DEU,2017-08,79708,5,50779,35496663.52151899,7.6711785423455465,60.13932589845313
DEU,2017-09,141770,6,94747,101289073.0627193,8.625853747524822,76.02106398655638
DEU,2017-10,63599,5,41634,24194276.93789543,7.670335564711991,59.903974428600755
DEU,2018-07,215427,7,135923,187882999.18273556,8.96186743329521,82.7029620279921
DEU,2018-08,176191,8,108287,120476973.73719767,8.864036197373439,81.06140232198402
DEU,2018-09,264736,8,168942,252009552.00965083,9.678803276468575,96.65247408662188
DEU,2018-10,426066,8,268556,569240122.661872,10.224966576512124,108.22015009902245
DEU,2018-11,455830,6,277004,633750886.2878739,9.879161673421194,101.2494605877261
DEU,2018-12,598733,6,343579,977274594.5180075,9.713462392853396,98.06429953908865
DEU,2019-01,647589,7,375318,1196706325.717131,9.620651940739425,96.26914103727337
DEU,2019-02,575395,6,328971,866934448.1858337,9.899167893556195,102.13501841827615
DEU,2019-03,598551,6,350430,1041390191.8037744,9.64369921569295,96.63894054114736
DEU,2019-04,518565,8,311377,763082626.896599,10.11714746095262,106.40224269665775
DEU,2019-05,529817,7,320580,840949615.912179,9.923699641159356,102.3214730883221
DEU,2019-06,399467,7,242735,502455662.58450234,9.720955639341001,98.10319873001161
DEU,2019-07,588873,8,347079,967219145.6985632,9.959407266736694,103.19939633569827
DEU,2019-08,612355,7,346644,941499775.289625,10.012035511992128,104.61066494685429
DEU,2019-09,592582,7,338935,909518742.009009,9.990402375731453,104.10783348175939
DEU,2019-10,632070,7,359569,940817244.415062,10.42658797711962,113.73655518604996
DEU,2019-11,645826,7,364949,1055787253.4989116,9.948524235295997,103.3681414232355
DEU,2019-12,619197,7,346215,923579688.6581883,10.05119226095796,105.47467043409208
DEU,2020-01,601012,7,338832,890343459.2973163,10.068463155799812,105.9166343135
DEU,2020-02,569287,7,326411,855112203.9160353,9.954859913323919,103.44547726155488
DEU,2020-03,652431,8,378607,1016937481.8586098,10.71389143143602,119.89528304540357
AND,2018-07,8688,9,3397,418937.090909091,4.001355785359001,15.318414349569835
AND,2018-08,7201,9,2598,302157.7173076923,3.6583889433444137,12.261131841815022
AND,2018-09,11384,10,4758,657912.599489796,4.51960187606537,20.474095572627107
AND,2018-10,20070,10,8413,1700694.2497267756,5.043322275003894,25.850281291728304
AND,2018-11,25358,9,9247,2732618.973986691,4.462336635264613,19.063028012471904
AND,2018-12,48646,7,24762,13006002.724293787,5.645118389342797,32.65910305559053
AND,2019-01,44454,7,16599,9503451.560150376,4.628537738210044,20.376396211749594
AND,2019-02,37901,6,14888,7278901.557377051,4.893262709213366,22.710018998932796
AND,2019-03,38724,8,16335,6434443.42781597,5.096772449142283,26.140091811112782
AND,2019-04,32740,8,13987,4977577.458211572,4.947012863288874,24.46206255506945
AND,2019-05,36102,8,15909,7898842.4616096215,4.416223393289627,19.073954131454947
AND,2019-06,25272,7,10481,3550340.2978723403,4.401187646429111,18.68621812379788
AND,2019-07,39440,6,14722,7820295.5583508015,4.475014233005725,18.93470332462794
AND,2019-08,41587,9,15909,7146609.709273183,4.7308978786133675,22.013373408275527
AND,2019-09,40179,7,14760,7866383.0240816325,4.192135913748221,16.764149942831267
AND,2019-10,44031,7,16944,9146840.432330828,4.721793956137746,21.275940960064105
AND,2019-11,46078,9,16414,8684073.40955838,4.583003037232308,20.217758946933973
AND,2019-12,43002,8,17442,8343780.855263158,4.79810697986318,22.70959465328809
AND,2020-01,39296,7,13998,5085694.041610132,4.7190399462180705,22.424382863046677
AND,2020-02,37446,7,12008,4242762.067732114,4.831026912692708,22.906793529831763
AND,2020-03,44642,8,17642,7337752.562105262,5.5783960652951885,30.385427038340246
DNK,2017-07,137154,7,55223,47734284.004207864,6.357932398463965,41.92377915600451
DNK,2017-08,75899,8,28722,16796341.357860018,5.615724676029595,31.559066523739332
DNK,2017-09,139884,8,53982,50876816.2368421,6.103587724038194,37.71125968131953
DNK,2017-10,60107,9,23742,11710538.5150925,5.556792728720962,30.961250459742118
DNK,2018-07,111142,9,44451,39268009.99679708,6.523876487378579,41.10835155981495
DNK,2018-08,94739,9,37269,31655812.818487387,6.174934371616004,36.583554404589144
DNK,2018-09,147307,9,59664,67945351.1471702,6.683571770727453,43.18267621997046
DNK,2018-10,218490,9,86760,124522605.24844271,7.370845003443942,52.874433479070156
DNK,2018-11,288338,11,117882,213805299.37853107,7.390067402292194,53.31459258732339
DNK,2018-12,521605,12,225978,646008127.5365196,7.753581093712028,59.93478011894174
DNK,2019-01,566215,12,239415,792188936.7294604,7.427485623010911,54.75330140538593
DNK,2019-02,516027,12,235448,682391667.1338842,7.797432384965009,61.004183784731325
DNK,2019-03,529169,10,232272,770248248.0693215,7.3848428284519585,53.71015200923233
DNK,2019-04,489026,10,216462,631181575.6173552,7.626870460622504,57.36891904616674
DNK,2019-05,486084,9,201042,632749165.2451222,7.416131797686898,53.60948203215235
DNK,2019-06,360764,10,152964,373759030.0765497,7.027468423324455,48.353487999019606
DNK,2019-07,516989,10,226138,587225070.1075064,8.073160874190146,65.6525590631238
DNK,2019-08,550374,11,257384,748686348.8211383,8.083010211587268,66.4697851709998
DNK,2019-09,517612,11,229172,690230197.5249795,7.4709170996803556,56.24768305976297
DNK,2019-10,545387,12,236816,679018283.0721047,7.813797382966811,61.614720225766604
DNK,2019-11,561316,10,271916,784462475.0751158,8.355295223150168,71.54716351499553
DNK,2019-12,529811,11,234664,649787213.5451158,7.888184530389839,63.14521591412607
DNK,2020-01,503534,12,223867,597328489.8759508,7.894500907444005,62.837521595107674
DNK,2020-02,480638,10,208322,534133087.8519999,7.810626873452389,61.1547775909241
DNK,2020-03,557604,9,229489,720461528.2215486,7.62986018872901,57.4532797341924
BEL,2017-07,179330,7,65525,80503240.29985064,5.891351825539668,34.15822754466818
BEL,2017-08,79110,7,26956,19364379.760757316,5.091870841081316,24.47993112077203
BEL,2017-09,160205,6,60146,74380307.80830282,5.533707259147004,30.12758325805551
BEL,2017-10,66035,6,25550,15776752.61013302,4.956275717312167,24.251168613087607
BEL,2018-07,160264,7,51432,65487074.551845,5.493612886001399,28.59554556727562
BEL,2018-08,126951,7,38987,39187452.87873596,5.58161163098052,29.46659949749106
BEL,2018-09,198443,7,64908,85164887.98095034,6.042866012015951,35.023401446855985
BEL,2018-10,305710,7,100647,191540958.09032255,6.2433087277154335,37.53977850710728
BEL,2018-11,386747,7,131592,291575965.1795645,6.413966261069279,40.32781943297481
BEL,2018-12,599115,8,189616,640731707.5027598,6.3903226583257675,39.94809598741946
BEL,2019-01,609449,9,182528,590821079.0738689,6.5466466687300695,41.99876982082698
BEL,2019-02,572229,9,174068,477205762.63577265,6.473715639599495,42.0056576443514
BEL,2019-03,532626,8,180419,512928251.8674286,6.36949312270354,40.72645646747394
BEL,2019-04,447568,9,148629,342688482.5678375,6.521982141476437,42.31848308102536
BEL,2019-05,429460,9,132069,304807568.2181318,6.5099556475082005,41.349645498746646
BEL,2019-06,321673,9,104157,196691962.98054108,6.2010072899551005,37.49496469206887
BEL,2019-07,507342,9,164877,425980808.956535,6.770214750895791,45.3854259133151
BEL,2019-08,561561,8,201184,557073574.3250353,7.164700195014196,51.35707397765582
BEL,2019-09,563440,10,187516,572957741.9043878,6.8344383191126665,46.528707467302354
BEL,2019-10,598489,9,200745,630601797.4130174,6.85339697668496,46.85443820813859
BEL,2019-11,612160,9,221736,668579671.0477098,7.006931472351548,49.64679561646928
BEL,2019-12,579531,8,218819,570033650.2372574,7.416027882235825,56.31360594067757
BEL,2020-01,540933,9,201882,495757708.6441152,7.367300270628595,55.60055356048888
BEL,2020-02,532764,9,212427,529159428.6079028,7.473849843825054,57.798162923044636
BEL,2020-03,609449,8,230994,624937014.8201027,7.461260398812462,56.996413663146264
GBR,2018-07,223091,2,208550,438875986.6371884,9.792476644350213,93.93214847697996
GBR,2018-08,180938,4,168241,304006678.7912576,9.48024803257659,87.9207370029612
GBR,2018-09,269122,3,251604,596662696.1584905,10.143116634164775,100.9253565242619
GBR,2018-10,452365,3,422814,1406672713.2409692,11.128894289532646,121.90436680025132
GBR,2018-11,462899,2,431402,1419668571.891603,11.306871684337962,125.899673950253
GBR,2018-12,572495,2,531030,2134880257.5578866,11.349166495793574,126.87167460214619
GBR,2019-01,595846,2,548944,2281463003.2364097,11.346385163504836,126.82937401643721
GBR,2019-02,545718,4,501440,1978498920.6110492,11.123851008513869,121.82932147563571
GBR,2019-03,561998,2,523666,2157814032.4669433,11.127588941876716,121.8849678103129
GBR,2019-04,483861,3,452876,1707928913.1203783,10.809797520802146,114.9041410974084
GBR,2019-05,478985,3,449398,1614679757.0903227,11.038202610266634,119.89741462113538
GBR,2019-06,365806,3,345026,929454788.4052657,11.174974276645457,122.92283962520628
GBR,2019-07,546143,4,509006,1976531855.7682912,11.305499247059004,125.87889162683317
GBR,2019-08,570779,4,524262,1976381406.0900843,11.648145158277941,133.78821777372875
GBR,2019-09,560362,4,512918,2022633953.2436495,11.254585862334954,124.77936544414186
GBR,2019-10,590133,4,536803,2182121892.713567,11.339171421178836,126.71937756257233
GBR,2019-11,611893,3,565197,2313621233.540093,11.607325090144498,132.82228067765624
GBR,2019-12,587850,4,541674,2172144095.636815,11.477496422083394,129.82435636335327
GBR,2020-01,551190,4,501216,1976903656.5334337,11.119365376214255,121.76239795270358
GBR,2020-02,525021,4,475678,1663095525.4936275,11.51299361864266,130.70067652617593
GBR,2020-03,605554,4,544606,2196380142.9012713,11.465523896682273,129.6391796917851
LUX,2018-07,73204,7,35802,18732266.831765935,6.884865246070993,49.60319467613756
LUX,2018-08,59084,7,29651,12875908.786274508,6.937301284017795,50.39776310461079
LUX,2018-09,91543,7,40813,24361608.43445545,6.868098059011299,48.264505619911446
LUX,2018-10,141390,7,62695,57447524.71009899,6.872468312576684,48.32467419491233
LUX,2018-11,273387,8,125449,209592774.90789893,7.395911241664242,55.22562648674907
LUX,2018-12,594523,9,275944,1017546147.532113,7.495263720041093,56.07149440174283
LUX,2019-01,618571,8,242601,965163017.5795285,7.392016075767918,53.611807919357524
LUX,2019-02,532264,10,205864,639492204.5291966,7.332846310881999,53.21681313557312
LUX,2019-03,549698,9,225262,732654286.9437865,7.095541668989573,50.631301303171455
LUX,2019-04,449774,10,206219,589784924.0341418,7.220370269543967,52.66454039873584
LUX,2019-05,440311,12,187397,458361048.4204693,7.48761515916828,56.540068170321035
LUX,2019-06,299824,9,126893,243277656.63269264,7.014547315826396,49.00552492861376
LUX,2019-07,486601,11,185790,530576317.738156,7.097857314264211,50.137646937130846
LUX,2019-08,573108,12,211745,677342121.9100392,7.258817687208077,52.46433948095995
LUX,2019-09,539616,12,197826,641077839.9808098,7.1006225913825585,49.853913368577
LUX,2019-10,584469,13,201684,614100481.7670021,7.535474221767127,56.593154217082336
LUX,2019-11,579653,12,208837,669231942.439407,7.4700344251076904,55.32404452686346
LUX,2019-12,547944,11,200501,566963887.2732968,7.574923932957189,57.27909488623999
LUX,2020-01,525283,13,180147,478685485.3571613,7.0676138823370565,50.818726899903396
LUX,2020-02,478194,10,181660,484981177.44729215,7.041999171046083,50.017682602544134
LUX,2020-03,529034,11,183540,526925015.1855303,6.7401225961256825,46.21042635736959
FIN,2017-07,31710,5,18453,7807933.622895623,5.586808875832998,30.96112348241485
FIN,2017-08,84809,4,52686,42501919.821012296,7.056849904810468,50.69171258938013
FIN,2017-09,173121,4,111661,176888388.89626616,7.415167680832999,56.148701738994184
FIN,2017-10,71221,4,45890,38499187.89912955,6.481397277902459,42.488860432580914
FIN,2018-07,120921,5,82816,83070970.22710623,8.253026540235554,69.57162610298016
FIN,2018-08,109157,5,74956,71335027.70410393,8.084941244282673,66.582648988915
FIN,2018-09,167593,5,116447,154215994.77357462,8.576291339377796,75.10321874520066
FIN,2018-10,263895,5,182722,363154787.6237373,8.795696395557913,79.02311529973109
FIN,2018-11,320959,7,212752,438792317.33058745,9.22349712868666,87.5312030449475
FIN,2018-12,470715,7,288890,929543250.8374666,8.381812930288639,72.31288836185583
FIN,2019-01,516583,8,333355,1175456092.5513928,8.779881410722195,79.25550976821795
FIN,2019-02,464987,7,296823,889922614.9949434,8.931875972083345,82.22530715252239
FIN,2019-03,471726,7,311264,1005436773.7377886,8.913147972783104,81.5834586038226
FIN,2019-04,424546,6,283923,859663723.7755787,8.794731013131786,79.35600792446532
FIN,2019-05,442080,7,295691,966046738.6262624,8.644781548470926,76.59076541157161
FIN,2019-06,319445,7,207830,462834725.6623413,8.7435002067942,78.53466979443482
FIN,2019-07,451994,6,286729,830616067.8117759,8.952129864028675,82.63413583735773
FIN,2019-08,484347,6,303470,855333597.6809276,9.318654196432163,89.7888863100824
FIN,2019-09,463309,6,300707,932624872.0908253,8.858217673995624,80.79830652829892
FIN,2019-10,490594,6,314859,1022510940.4924104,8.852004858228172,80.73133482722243
FIN,2019-11,509829,5,338969,1230212247.810965,8.794073828349935,79.31654805244223
FIN,2019-12,500795,6,324635,1099095463.52407,8.860636168989995,80.75336341456656
FIN,2020-01,462893,6,303973,933400144.7290245,9.035029252192892,83.90820766096984
FIN,2020-02,442170,5,293741,937989521.069307,8.704683804035577,77.71204691109794
FIN,2020-03,515751,6,350576,1169353132.8409407,9.442806964426152,91.32702474537945
CHE,2017-07,27600,8,13066,3476214.9660786977,5.82917059557995,34.03537574598358
CHE,2017-08,70701,9,33277,17374477.371910118,6.768401350510857,46.09506848975087
CHE,2017-09,132828,9,64635,61382861.64736842,7.046095034548014,49.91342639542858
CHE,2017-10,53226,9,26132,10494202.979951886,6.836910333468697,47.47019308383757
CHE,2018-07,138532,11,57176,36935202.632163666,7.723137252979093,63.300753912086805
CHE,2018-08,117346,11,47349,30071334.125832856,7.006494304269872,51.997162703551254
CHE,2018-09,182897,11,78890,67547703.12793653,7.981536069755187,67.11948172276695
CHE,2018-10,288437,12,124423,139358671.4353915,8.79034204308032,82.23393913572028
CHE,2018-11,378202,11,168726,261883232.91115937,8.74829457984159,81.36973371594033
CHE,2018-12,600375,10,272079,615520897.5266227,9.268007830530255,92.3330036747655
CHE,2019-01,563129,9,257484,582885310.9789724,9.000636185774166,86.75353718487399
CHE,2019-02,570862,12,262129,582940608.2066932,9.241216554688314,90.82849633635269
CHE,2019-03,579780,11,273206,692639383.1641788,8.85291471511671,83.03533080799639
CHE,2019-04,510478,10,233556,499789430.25673175,8.826931998222488,82.87857257760436
CHE,2019-05,499381,10,237604,525359289.2468529,8.840860794408178,82.23995020725377
CHE,2019-06,379782,10,172577,293762352.5184604,8.480121074226975,75.85522084569219
CHE,2019-07,559189,10,255506,607954649.1339629,8.76080905231672,81.60345023390533
CHE,2019-08,631571,12,278231,708405833.9886353,8.772843165279301,82.62031114644091
CHE,2019-09,607921,11,266076,640054189.989062,8.787598044565799,83.07862191566929
CHE,2019-10,657266,11,294024,773517403.9359676,8.897380742615844,85.05434748741433
CHE,2019-11,690512,10,294921,750988396.9170624,8.913565338506302,86.86302564055613
CHE,2019-12,671453,13,274701,641890572.6345253,8.888215004734828,86.96700977844834
CHE,2020-01,606603,12,253208,549982328.554961,8.934737731759233,87.13757697119088
CHE,2020-02,581275,12,231219,479007585.0525728,8.569398111187942,80.41331746390979
CHE,2020-03,728435,10,269142,664682760.2509149,8.183541324384706,74.95462965474344
ALB,2018-07,48292,15,16425,4749325.307404437,6.009598610092401,37.47916359915666
ALB,2018-08,37553,14,11088,2579150.467887668,5.786846163662687,33.96374232702583
ALB,2018-09,60166,14,22944,7573080.906572164,6.741311833698529,47.96905175014066
ALB,2018-10,94349,13,38616,16917722.948436316,7.732449321664143,64.1115243754554
ALB,2018-11,222774,14,83551,106551061.73692721,6.868086513196203,47.49347870994748
ALB,2018-12,484759,15,179306,397062352.92021406,7.493778226565973,57.96572669218998
ALB,2019-01,499450,12,183287,504666210.41917616,6.842423401863006,47.545437621213985
ALB,2019-02,459899,12,164854,417352989.80988234,6.706751368517384,45.8808418917888
ALB,2019-03,440265,12,159282,377800772.1207165,6.8729981807238305,48.00985021566828
ALB,2019-04,378617,13,137277,260435667.57127342,7.1957971155247265,52.611106754913195
ALB,2019-05,326716,13,101422,219112069.38006714,6.181334959120924,37.99776830855072
ALB,2019-06,253304,13,80842,112545784.39321566,6.524395041443486,43.11998920137304
ALB,2019-07,410087,14,128784,227780541.94559184,6.639271679950056,47.18805234627568
ALB,2019-08,435654,15,145109,214327898.18208954,7.745675314581553,67.30580476779795
ALB,2019-09,416494,16,143584,226437326.97219488,7.587034221154657,62.800836820464895
ALB,2019-10,463895,14,167859,315488804.17905843,7.5608067263609104,62.1464710216693
ALB,2019-11,528341,12,200116,441652809.57790214,7.561408895550754,62.90421608543629
ALB,2019-12,457256,13,174091,311732456.24793386,8.02259068534937,71.22990867139967
ALB,2020-01,381201,14,138757,190954454.05320117,8.010653280825156,71.40855676946602
ALB,2020-02,387199,14,138245,200092876.4503817,7.841071252652171,67.1305177963188
ALB,2020-03,448007,13,150519,236139397.5669264,7.714291616933674,65.13140765404893
IRL,2017-07,41994,3,38851,22153947.414398596,8.057331711270068,62.95265183075985
IRL,2017-08,84139,3,77625,82392202.27321154,8.360968016162566,67.94243921042919
IRL,2017-09,180637,3,167992,361269287.44738597,8.654961733580326,72.94374937062366
IRL,2017-10,80317,3,74387,89062355.49576944,7.676013789778206,56.95354475728901
IRL,2018-07,171179,1,161636,289986564.1234707,9.324026655752885,84.96238813665863
IRL,2018-08,145196,3,135993,205254845.8481897,9.322625308873027,84.94500202994239
IRL,2018-09,218620,2,205494,468672608.6841448,9.323477728908227,84.95557809897662
IRL,2018-10,359904,3,338305,1099507129.6370425,10.044971081443377,98.93781456995052
IRL,2018-11,423898,4,394990,1470522604.455706,10.141870088564483,100.90852280379158
IRL,2018-12,616901,4,571442,2812770525.196027,10.621313844286071,110.87803599991938
IRL,2019-01,641405,4,588947,3040655623.0819006,10.52124974800855,108.80037225968937
IRL,2019-02,592594,4,552973,2634074603.8473763,10.62241134794877,110.89349582760856
IRL,2019-03,632695,4,584162,2991439661.157352,10.522969829016285,108.82469359244334
IRL,2019-04,553296,3,517904,2481487014.6417437,10.240521660148145,102.91559714280255
IRL,2019-05,558260,2,527354,2395849911.07946,10.62476858032231,110.92689957722747
IRL,2019-06,419451,3,395675,1272157018.0443826,10.947332630446443,117.89873891177636
IRL,2019-07,612733,3,573652,2810820336.240199,10.668848809741679,111.88571993452915
IRL,2019-08,620136,4,576171,2697115908.5301876,10.945457518426918,117.87155444299887
IRL,2019-09,601012,5,538427,2634689650.9621353,10.3160678468097,104.61440411781925
IRL,2019-10,638804,5,579490,2868828527.4983788,10.656544332169501,111.7096279359274
IRL,2019-11,656353,4,592620,2951112153.399514,10.742014352031344,113.5932515550944
IRL,2019-12,634014,5,570868,2670113123.9398446,10.885932965538053,116.67027586998476
IRL,2020-01,607568,4,559333,2541847974.3443956,10.942323916339761,117.82557761294737
IRL,2020-02,580694,3,529372,2353248636.782367,10.755496323671403,113.78951637483432
IRL,2020-03,682531,3,629636,3194847743.374969,10.989408861161523,118.84744622263158
CYP,2018-07,43898,7,14536,6421316.615438596,4.8019953941255435,21.72398686036339
CYP,2018-08,35270,7,13515,4193394.9803529815,5.222395645246813,26.97840630305146
CYP,2018-09,53563,7,18053,9465400.038299251,4.859613542908649,22.064775395975598
CYP,2018-10,87336,8,30319,19548892.346732672,5.654096114581542,30.89700138660752
CYP,2018-11,230553,6,87573,173150052.90700278,5.480324608619493,29.470882353326267
CYP,2018-12,500568,6,191604,681810704.2467531,5.970041038839949,35.618160405970784
CYP,2019-01,543808,6,212340,759739711.4907672,6.1568968333640175,38.41446943131174
CYP,2019-02,549150,8,167640,600533807.9855263,5.0763859820438935,26.14631674884364
CYP,2019-03,547425,8,174014,643391434.5361782,5.310321230783012,28.149524251041257
CYP,2019-04,447939,8,173961,572234468.3136835,5.522971962353603,31.937739678618918
CYP,2019-05,442944,7,198691,646461031.4723336,6.186938427116523,40.24430735606406
CYP,2019-06,351125,8,167969,419266649.94892746,6.675081291970631,47.160202356243914
CYP,2019-07,515526,7,224749,770129028.5424414,6.422138402891726,43.492079573066555
CYP,2019-08,544684,8,201550,751980460.6909364,5.7739857707250835,33.64293904174151
CYP,2019-09,550374,7,195647,841955516.6921349,5.34156603198758,27.86748535613523
CYP,2019-10,599514,7,219897,952005676.3326889,5.647656041969843,31.606770628558642
CYP,2019-11,603484,6,199667,957078288.9072165,5.4337951096613875,28.146492280047298
CYP,2019-12,586208,6,197951,875903951.4265194,5.717891786314433,31.627699094315503
CYP,2020-01,520956,6,179127,687298420.0482376,5.576811903144289,30.272979134950248
CYP,2020-02,564733,6,206041,815482346.9556398,5.8733835685343685,34.08991211697356
CYP,2020-03,629461,6,217052,985234414.62511,5.937822564856515,34.36331262277495
SWE,2017-07,165336,5,91523,118662881.74736843,7.240210956944526,52.725632263657246
SWE,2017-08,80120,5,44744,33352664.31882716,6.638760659170051,44.053912215003905
SWE,2017-09,155695,5,89798,112461536.6867695,7.31311396973943,54.20077929683074
SWE,2017-10,64590,5,36528,23692851.216216218,6.414259559896317,41.079507932765466
SWE,2018-07,164479,7,92900,99700020.25017305,8.100044177703063,67.34157597909066
SWE,2018-08,146216,7,87857,92791074.63917525,8.043289902199483,66.52212380890168
SWE,2018-09,201867,7,118461,160903470.09670332,8.19714625741372,69.13842231429128
SWE,2018-10,317593,7,180581,321254271.4984515,8.830299254729164,80.47043721127106
SWE,2018-11,365255,8,203004,425263373.6262828,8.575086606269327,75.57583810851783
SWE,2018-12,520399,8,278147,735652647.9742548,8.916827990105178,81.38472657168656
SWE,2019-01,550359,7,305509,850488456.1289755,9.156425565644398,86.44840090691388
SWE,2019-02,507977,8,274963,721020261.8356636,8.916876631889464,81.13321948817457
SWE,2019-03,513965,7,273502,781297593.1642983,8.501390097435877,73.38353185214248
SWE,2019-04,457097,7,244273,588343579.5567839,8.745849177528797,78.35199644713047
SWE,2019-05,473878,7,260758,702787856.8919367,8.55008466443877,74.86299507959774
SWE,2019-06,344809,8,182103,368406677.492562,8.21208747855159,68.65562139815879
SWE,2019-07,511240,8,261040,707032668.8818314,8.512602457497012,73.5793457065284
SWE,2019-08,532809,7,270467,761407322.0875274,8.518591402519045,73.39446625058513
SWE,2019-09,512220,7,257473,687737084.7538127,8.51821602728644,73.52788798912898
SWE,2019-10,556110,8,264393,742256755.6066433,8.517675439458822,72.56699852017384
SWE,2019-11,560959,8,275768,775339986.1915337,8.56600494649142,74.59266121186091
SWE,2019-12,545545,8,263517,708928802.487069,8.633896458044415,75.05160411178184
SWE,2020-01,522392,9,251791,653432431.7747172,8.544755773283438,73.88739408074004
SWE,2020-02,495908,7,241700,645406088.0947739,8.258103839963605,68.72426487792764
SWE,2020-03,565068,8,279671,808150080.4696516,8.524123035431082,73.788659165387
NLD,2017-07,44636,6,25047,10832721.613333333,6.509575019496172,42.5837201238537
NLD,2017-08,97819,5,55305,41539644.392385215,7.4126944136912725,55.81144230678852
NLD,2017-09,188559,5,109948,146513987.2866878,7.9031814991063944,63.834096481639904
NLD,2017-10,81673,4,48301,33873484.829685375,7.188481142945301,52.53617992098432
NLD,2018-07,218767,6,126090,198175790.79173806,7.768815170855876,61.49764639641916
NLD,2018-08,177063,6,100154,133566580.59493126,7.490198318173395,57.02204741308405
NLD,2018-09,264207,5,169907,270870384.21790624,9.303394088460216,89.3304962973941
NLD,2018-10,424901,5,271286,600879378.539517,9.978239683688477,103.07616836037977
