,iso3,Total_TW,Twitter: N. Languages,Max_N_TW,Twitter: Variance of Distribution,Twitter: Skewness of Distribution,Twitter: Kurtosis of Distribution,Total_TW2,Twitter LID2: N. Languages,Max_N_TW,Twitter LID2: Variance of Distribution,Twitter LID2: Skewness of Distribution,Twitter LID2: Kurtosis of Distribution,Total_CC,Web: N. Languages,Max_N_CC,Web: Variance of Distribution,Web: Skewness of Distribution,Web: Kurtosis of Distribution,Twitter: HHI,Twitter LID2: HHI,Web: HHI,Twitter: Change During COVID,Twitter: Type of Change During COVID
87,JOR,102764532.0,5,62736647.0,37156022188199.37,9.290505400681738,89.907156530177,111213624.0,6,63057874.0,37737217748323.48,9.213867035230413,88.63714416682645,47875720.0,2,27150994.0,123682782387365.14,1.245024036764644,-0.32121536366519576,0.41667906291815676,0.3400148240050516,0.5027258002327427,0.006570072,Decreasing HHI
88,JPN,317651629.0,2,297625311.0,784096391441697.6,10.46580724814681,107.68732757383827,384070607.0,4,298634128.0,792920730249996.4,10.19408700555416,104.07180430841164,13899280987.0,2,11828605916.0,3.656083168180253e+18,5.768441055058415,32.01452236837944,,0.6015285340975289,0.7447835888848964,0.010685674,Decreasing HHI
89,KAZ,37709533.0,6,19439721.0,5481726318582.095,7.037613453806542,50.726643859719964,40439442.0,8,19535865.0,5520808848357.051,7.029356037054289,50.672970484877794,3179115598.0,3,2676816266.0,2.0072229672459738e+17,5.587218890321329,29.75195090205395,,0.28374720572598655,0.7228655723808023,,No Change
90,KEN,203615774.0,2,176986306.0,249536624684627.06,10.918166476660568,118.56509023963922,221928673.0,3,177749375.0,253033906039227.75,10.816927329072927,116.9250595861765,211899.0,1,211899.0,--,0.0,-3.0,0.766245513715551,0.6015492648557619,1.0,0.009294355,Decreasing HHI
91,KGZ,938180.0,3,772566.0,20700570402.24876,4.943324099337596,22.919197552752998,967109.0,3,775030.0,20852874731.394096,4.918187014428966,22.74525820264126,263104833.0,3,214500814.0,3786819897124504.5,2.8727660484993636,6.525847831877323,,0.5966772308477845,0.6850744449845978,,No Change
92,KHM,29693305.0,10,15689291.0,3044878320251.656,7.8884247533038065,65.58385073816068,32724073.0,11,15749119.0,3128411995070.582,7.676965027401495,62.606427654225016,0.0,0,--,--,--,--,0.3184679424009707,0.2390095169149434,0.0,,No Change
93,KIR,2177669.0,10,802455.0,19580217937.65064,4.119141562347382,18.076055468049685,2449167.0,12,817487.0,20335495786.707714,4.047671655284811,17.568219595105575,0.0,0,--,--,--,--,0.20026973529039868,0.1076871241406019,0.0,,No Change
94,KNA,3535811.0,4,3239764.0,282807420721.1996,5.815059349204288,31.887372839706515,3863734.0,5,3244439.0,283700848315.91144,5.764045071482583,31.48411962510751,686223.0,1,686223.0,--,0.0,-3.0,0.8413847446971371,0.6560596386080098,1.0,0.015148951,Decreasing HHI
95,KOR,290417433.0,8,171590248.0,196565370324432.22,11.091152142023677,128.46265621079556,338090011.0,10,172191991.0,200923915345652.62,10.815498429226217,123.8378826609122,662034831.0,2,602785930.0,1.4514475511460632e+16,4.645226116779173,19.72827039162154,,0.25912772714727395,0.8347872844955788,,No Change
96,KWT,67719724.0,2,62192927.0,44032327467122.1,9.168325674710745,82.35703969439814,71729390.0,2,62386547.0,44292278718606.0,9.154016262809282,82.17470568106437,0.0,0,--,--,--,--,0.8466983620780894,0.7327150006133839,0.0,,No Change
97,LAO,266866.0,4,126128.0,953219743.9367588,2.7742401864177886,6.781120072657881,345349.0,5,138387.0,1166712354.8774705,2.4960857711835978,5.64171535896031,0.0,0,--,--,--,--,0.3379402339677503,0.13957693480547553,0.0,,No Change
98,LBN,35867575.0,5,22739544.0,7045339142586.793,7.648323484508071,60.09183238853919,37794592.0,5,22813026.0,7116783090550.944,7.6033410841486635,59.460626289422834,0.0,0,--,--,--,--,0.4557862916522752,0.39296311925946553,0.0,0.041883653,Increasing HHI
99,LBR,14167255.0,8,9472885.0,1173679143063.9966,8.175279060044211,67.35576116466045,15554424.0,9,9507170.0,1186186641750.788,8.091914764397343,66.37946347982468,0.0,0,--,--,--,--,0.46877135096989203,0.33431352770666756,0.0,,No Change
100,LBY,31414097.0,2,25978940.0,9264301916421.021,8.178762553818338,66.01763246188743,33737751.0,3,26107598.0,9368431122964.334,8.139499916988242,65.53269153061689,0.0,0,--,--,--,--,0.6988224565332856,0.5645620894059847,0.0,,No Change
101,LCA,0.0,0,--,--,--,--,0.0,0,--,--,--,--,5414147.0,3,3107119.0,2121954006284.3333,-0.32951989702666984,-1.4999999999999998,,0.0,0.4476744515759474,,No Change
102,LIC,16153458.0,8,7662730.0,978398429489.204,6.582199770792777,43.244092560572746,17403045.0,8,7705466.0,1037339491106.5581,6.4656213760466175,41.31245343671026,358424061.0,5,138082644.0,1237794860013977.5,2.5253896322972387,5.338911116220164,0.333959698983647,0.26979316540760884,0.2621052551688674,,No Change
103,LKA,101481406.0,6,48178033.0,25721338848723.652,7.933256765275,65.06119187547087,108562404.0,7,48419265.0,25702369289206.65,7.965879516687641,65.64237646915701,600402536.0,3,501499831.0,1.0507371054830404e+16,4.450809507565246,18.186066469489358,,0.28027901574439945,0.7120710870429202,,No Change
104,LSO,0.0,0,--,--,--,--,0.0,0,--,--,--,--,504464.0,1,504464.0,,0.0,-3.0,,0.0,1.0,,No Change
105,LTU,34096702.0,10,14735590.0,2921327582606.0664,6.941939069996192,51.88278238256015,36081279.0,11,14794969.0,2942551780251.456,6.923633602780348,51.68655868265745,4011736727.0,4,3422434178.0,1.6850577279585062e+17,8.044659208642814,63.405070842459295,,0.21218161594968002,0.7366840458990325,,No Change
106,LUX,115671995.0,9,53892328.0,33601152915266.207,7.842404896429208,63.656201483962775,121134142.0,10,54245024.0,34029008883613.633,7.828704641040191,63.500187608960616,450075663.0,5,234686038.0,2998981626207612.0,3.095576938832571,8.86245670838788,,0.2506961604219971,0.36918401111734367,,No Change
107,LVA,73604738.0,7,41836670.0,19221853027053.41,8.37321838587625,73.50390738854487,76454087.0,8,42124672.0,18933844986699.625,8.494590191735968,75.72958063734855,2558050662.0,3,1891738494.0,1.3181036573301336e+17,4.610179921871527,20.251072264005654,,0.334471992543555,0.5795842140101077,,No Change
108,MAC,0.0,0,--,--,--,--,0.0,0,--,--,--,--,6938091.0,3,5075906.0,6259494458091.0,0.44597073188699776,-1.5,,0.0,0.593402742736937,,No Change
109,MAR,76239203.0,5,23698953.0,11013035197064.076,5.581024609657631,31.03960674083023,81244204.0,6,23840794.0,11279648988092.865,5.5484222553575675,30.660325053763472,491470806.0,6,241280983.0,4340955415705193.5,2.433533258779842,4.8574399955245084,0.22651614509430779,0.18962357828434873,0.3320759434948091,0.00568701,Decreasing HHI
110,MDA,23818468.0,9,5523826.0,910633499775.3917,4.4309352426524455,18.73357056806631,25330001.0,10,5582637.0,934347886233.02,4.404600724859111,18.497225669349113,935424552.0,4,539487458.0,1.6447249657174432e+16,3.144344731587562,9.042062329791792,,0.13912261038897564,0.42354797987757753,,No Change
111,MDG,16787498.0,8,9666720.0,1461849393595.702,7.000021832862649,50.307728667386456,18042613.0,9,9690690.0,1470362666149.9102,6.959884795142121,49.86763965834598,21554657.0,3,16751973.0,32804139781518.69,2.195432616774778,2.9538010958212055,0.3871750443806189,0.30743138346289356,0.06862611749090503,0.000369238,Decreasing HHI
112,MDV,18288978.0,3,8887739.0,1751712157864.9832,6.249877943429198,37.12278737815106,20519006.0,5,8997052.0,1780558378653.0217,6.203953115880417,36.750210391924,14496276.0,3,7858798.0,16936689130454.0,0.05787595338494245,-1.922141195572962,0.4465770583649187,0.26564336171641995,0.49178918574597313,,No Change
113,MEX,70875764.0,4,61238469.0,25247099812846.562,11.991100824900059,142.4776165253015,78919691.0,5,61437736.0,25452483427376.332,11.93266404667741,141.5140555304543,3094469395.0,2,2941239204.0,3.197849526140226e+17,4.886871717388154,21.934749592741152,,0.5238245751150401,0.9053154198638608,,No Change
114,MHL,995925.0,6,413407.0,11041827860.89674,2.6571848135746636,5.932814189080286,1030049.0,6,415405.0,11098846745.519928,2.6533521372497493,5.9185504748871445,0.0,0,--,--,--,--,0.2977112187872587,0.2367425178820155,0.0,,No Change
115,MKD,68638704.0,10,42720018.0,17616479233109.87,9.466535865487,91.68332490393088,75404457.0,11,43228459.0,18193783013189.234,9.32391519615286,89.61728289535039,374316579.0,3,328894988.0,5960526980621792.0,3.829509520734237,12.801616478938698,,0.31599129143554117,0.7787506198223131,,No Change
116,MLI,32200058.0,7,12411627.0,2753308899927.9434,6.6994702006178946,44.371062573700456,35040698.0,10,12493719.0,2790906449989.362,6.653506472410979,43.93022403893867,1445530014.0,3,1313908842.0,5.209544930844105e+16,5.462158279823728,27.90218298273723,0.2882584607655874,0.22147463626628394,0.8281057994149555,,No Change
117,MLT,0.0,0,--,--,--,--,0.0,0,--,--,--,--,10148596.0,2,9707691.0,42936661384898.0,0.0,-2.0,,0.0,0.9101523911726213,,No Change
118,MMR,45111819.0,7,31475864.0,10709354645842.87,9.122240599513871,83.62976896298979,47732314.0,7,31578873.0,10819986305300.627,9.053385136538443,82.70204166133789,0.0,0,--,--,--,--,0.5051905106912777,0.4017544017558857,0.0,,No Change
119,MNG,13787350.0,3,10221343.0,1721751255112.0713,7.184951032862484,51.69707895362929,14078244.0,3,10248171.0,1703152651679.7988,7.243541204469253,52.57799538826525,490737559.0,2,311898964.0,6321841586351963.0,2.972802877078748,7.485287911638073,,0.5312376995026341,0.5251486654239508,0.007300488,Increasing HHI
120,MOZ,24329846.0,7,12492664.0,2027563287298.6743,7.4300544031087306,57.22984929916691,26324951.0,9,12779330.0,2106849886534.4543,7.437016878984208,57.52575207412969,1402047.0,2,1339742.0,815922644484.5,0.0,-2.0,0.34910242344569115,0.27210253358925446,0.915072385896657,0.001682659,Decreasing HHI
121,MRT,3286197.0,3,1674140.0,102261796836.83401,4.10337043458143,16.097822655055644,3365231.0,3,1678633.0,103015084778.86775,4.0942173666504695,16.007058486638968,0.0,0,--,--,--,--,,0.3464371561803543,0.0,,No Change
122,MUS,33500452.0,5,25662423.0,7929329029367.344,8.757733141414535,76.00576883863629,36148381.0,7,25708395.0,7963718559126.909,8.71648098054947,75.50495008286815,182303352.0,4,77876095.0,495897110951699.4,2.486582845499826,4.566317043549755,0.598330736503528,0.48621241011136634,0.34604202955242036,,No Change
123,MWI,25241245.0,4,23299498.0,6092837676617.047,9.263196534829707,83.87547793984156,27789469.0,5,23455817.0,6181463067278.063,9.217030647629864,83.29126245277813,5094971.0,1,5094971.0,--,0.0,-3.0,0.8527875270667753,0.571835136839423,1.0,0.002626035,Decreasing HHI
124,MYS,139110653.0,5,122133824.0,84776433785807.08,13.116640510012909,170.36103235204612,321815547.0,4,155897466.0,224570390006852.8,9.344341499465022,86.72430732705476,603258727.0,2,433527733.0,1.1472558208928052e+16,3.2364234876725453,9.267481363666253,,0.3173966296843656,0.5914780233625705,,No Change
125,NCL,0.0,0,--,--,--,--,0.0,0,--,--,--,--,42592077.0,2,41240580.0,795569471290444.5,0.0,-2.0,,0.0,0.9385513694934284,,No Change
126,NER,29315780.0,8,13484083.0,2123503038975.9224,7.618428647402604,63.36464114672005,31311596.0,10,13541791.0,2148523455740.4353,7.561117678619796,62.62187268838278,1242644.0,2,966694.0,238563636768.0,0.0,-2.0,0.26887536164195175,0.21104807269563888,0.6544937064068228,,No Change
127,NGA,263849427.0,3,246028176.0,373684287073245.75,12.590577932673257,156.68158796510207,287736594.0,4,246645487.0,376131564806991.5,12.540930369865766,155.82657053120846,473169053.0,1,470604854.0,2.4574262666260836e+16,2.474851872145102,4.124938097318883,,0.6495649667363333,0.9891986582830276,0.027815239,Decreasing HHI
128,NIC,133959388.0,3,119824291.0,129910569651774.69,10.29558566378428,104.6102487360109,138047824.0,3,120653873.0,131672301934906.44,10.293282069310767,104.57842327300412,0.0,0,--,--,--,--,0.8053349486701704,0.7309836898745371,0.0,0.04121088,Decreasing HHI
129,NLD,372084567.0,6,243001301.0,522776401496219.56,9.629754757070307,95.74966332962302,389143755.0,6,245450535.0,532396240793396.94,9.636483393600304,95.90412389994418,5891338402.0,2,5275166318.0,7.164143551632221e+17,5.9122329796656805,33.279932761387485,0.4836507553811051,0.4281707763260839,0.8100091511999669,0.047142343,Decreasing HHI
130,NOR,21264825.0,7,9396241.0,1570795960846.9832,6.678168231866576,43.23921242851493,24549971.0,9,9598607.0,1642597166384.5315,6.576330384506394,42.30389081352593,5556415109.0,3,4631939550.0,4.7633043874233274e+17,6.2910054068458985,38.4860883763458,,0.22979878584594554,0.716014057595627,,No Change
131,NPL,214588548.0,5,109219755.0,112828380922419.55,8.91807543285346,80.93227748476853,297471364.0,7,172480512.0,231022875963827.06,10.102312413377664,106.3397458248765,0.0,0,--,--,--,--,0.3741556801563409,0.3431797802667647,0.0,,No Change
132,NRU,0.0,0,--,--,--,--,0.0,0,--,--,--,--,671632.0,1,671632.0,,0.0,-3.0,,0.0,1.0,,No Change
133,NZL,202180976.0,4,182315343.0,270152426603186.44,10.930414275632804,117.65007276489558,215878191.0,5,182568159.0,270948166510585.12,10.907976719160848,117.31859731191071,139815482.0,3,129864234.0,1283392430607846.2,3.164111011686569,8.038937040356062,0.8144142380739071,0.6772246103682127,0.8647488623819152,0.001864511,Decreasing HHI
134,OMN,55188759.0,4,43438904.0,20159106977017.312,9.31814241832561,86.28108642083711,58760732.0,4,43609603.0,20315368214169.562,9.298767995772549,86.01333681825759,19858848.0,2,12289904.0,11143731660800.0,0.0,-2.0,0.6326802994259467,0.5334961592655699,0.5282567716737069,0.002106525,Increasing HHI
135,PAK,732097660.0,4,435193793.0,1222462556570962.8,10.957213096148648,123.60509544556857,815088580.0,7,441489301.0,1267279537988535.2,10.887637986348832,122.07822786871498,839766522.0,2,773828056.0,1.6198818389059382e+16,5.783742837656432,31.63448489180786,,0.3254011892063357,0.853861136761904,,No Change
136,PAN,208168164.0,2,188637532.0,290421775461681.75,10.866707854350878,116.67184065638878,212491294.0,2,190036714.0,294681856099255.56,10.866328675022867,116.66653106680901,653909.0,2,544054.0,94264385800.5,0.0,-2.0,0.8257667932852658,0.7737586418029202,0.7204514768522292,,No Change
137,PER,237459144.0,4,194859172.0,266654412320188.66,11.636827195584745,135.02839738567675,244995374.0,4,196686385.0,271604617594671.94,11.634860857964545,134.9991525502795,1269510345.0,2,1243342505.0,1.0277753540556586e+17,3.472823769266637,10.06462789268593,,0.625481357820625,0.9594657720205468,,No Change
138,PHL,317189051.0,5,160235316.0,190411129795269.75,9.6945814995095,101.12145348494938,373455925.0,6,165562402.0,202554975210403.88,9.640731694362149,100.80127234952693,707943929.0,2,622676080.0,1.5519568126963262e+16,4.60902415680664,19.490964882762825,,0.15285666167258416,0.7831785217187965,0.008926064,Decreasing HHI
139,PLW,3365199.0,7,1423021.0,88256403852.39189,3.7192894962862457,12.661212584176159,3469852.0,8,1436222.0,71236469034.49675,4.283010112358292,17.399239250220013,731971817.0,8,334572694.0,3662587504272171.5,4.249922822731986,18.713940193650878,,0.2766517434958537,0.26694305597917967,,No Change
140,PNG,36125691.0,11,17067343.0,2723246915603.5703,8.887734038814404,85.35010033060763,43414710.0,11,17220914.0,2876629528076.967,8.38530578611891,78.11114944993793,0.0,0,--,--,--,--,0.26472547125182566,0.13655724754404527,0.0,0.002789721,Decreasing HHI
141,POL,239806495.0,5,194397382.0,325108221203843.06,10.443044189665816,108.70482662117143,245136596.0,5,194988461.0,327015087553992.25,10.440273141084338,108.66466695399158,5781107383.0,2,5393049730.0,9.363852155881727e+17,5.271379908276386,25.869138107737196,0.6699168237901914,0.6261708954992221,0.8727890539571355,,No Change
142,PRI,0.0,0,--,--,--,--,0.0,0,--,--,--,--,32013717.0,3,29705981.0,272361788240347.0,0.699861663706088,-1.4999999999999998,,0.0,0.8444823086386103,,No Change
143,PRK,25431285.0,11,8292630.0,1106641800514.5508,6.170804397280667,40.073522863166914,28910167.0,15,8300917.0,1123500966418.214,6.043981500566562,38.78406865323334,0.0,0,--,--,--,--,0.19072033522964252,0.1262472215039113,0.0,0.012672482,Decreasing HHI
144,PRT,243606720.0,5,187217026.0,277430431311661.5,10.767478579898393,116.85436543845275,252096238.0,5,189118625.0,280893938722816.88,10.804374000572189,117.71377908755005,2458492757.0,2,1708008815.0,1.0354874980348514e+17,4.487134695202904,19.438149775037953,,0.5674029367268357,0.5623406888068542,0.003120066,Increasing HHI
145,PRY,222154731.0,3,185405115.0,291982173209235.4,10.485158984324736,109.8694753474682,227198160.0,3,187183652.0,297784892611934.3,10.473564684963463,109.68193142054602,4342663.0,3,3941357.0,4671104793686.334,0.7024665188372418,-1.5,0.7123649538753453,0.6663624961007195,0.8287120563068163,,No Change
146,PSE,0.0,0,--,--,--,--,0.0,0,--,--,--,--,245254852.0,2,217135344.0,1.095684278948208e+16,1.1041705047605082,-0.7099037466018077,,0.0,0.7937434805145624,,No Change
147,PYF,0.0,0,--,--,--,--,0.0,0,--,--,--,--,41418705.0,2,39691473.0,720641797353040.5,0.0,-2.0,,0.0,0.9172185430966557,,No Change
148,QAT,36652380.0,4,23096521.0,6470443754018.784,8.065504910242671,66.91928546554504,39301218.0,6,23186177.0,6542312508820.882,8.02149700384542,66.25139098516875,41021712.0,2,22957701.0,51740357951135.45,2.2436554543716603,3.193762309321074,,0.37948614841047396,0.497123793027902,,No Change
149,ROU,114169575.0,10,40800754.0,23824614794657.785,6.942659957991828,49.38582218788946,122672005.0,10,41001407.0,24313651112449.305,6.896232293176962,48.771257894948675,5967836025.0,2,5558331402.0,9.073774508908948e+17,5.5444620062895575,28.83649054145939,,0.19354416948569333,0.8701642481885685,,No Change
150,RUS,321944811.0,6,258109396.0,529375550662132.44,10.927264664508641,118.79442706480147,344597634.0,7,259004854.0,520504575113265.06,11.04673402942213,121.53735373924198,12549480420.0,2,10767004299.0,2.1410611476866673e+18,6.994377501599591,47.77090609833411,,0.523545538894842,0.7523090597588106,,No Change
151,RWA,0.0,0,--,--,--,--,0.0,0,--,--,--,--,9121254.0,2,8930883.0,26027401095361.0,0.706591186104328,-1.5,,0.0,0.9590125095229021,,No Change
152,SAU,61585746.0,3,54468696.0,33377121234016.516,9.216340532521492,83.27948599823645,65939926.0,3,54631650.0,33587899994482.613,9.18895135479263,82.92578767267568,25789376.0,3,20375663.0,57343738133778.945,1.8334880300628404,1.6386168069395541,,0.6543632410325977,0.660172751899201,0.00061791,Increasing HHI
153,SDN,40136772.0,6,18781595.0,5523106299009.951,6.9591743995113555,47.746076591658976,46218540.0,8,18901247.0,5613947279317.778,6.871521109209153,46.91486928959522,7142009.0,4,4864646.0,4756251249546.917,0.8046828271542835,-1.0006276882644738,,0.2394158433694002,0.5297340007598369,,No Change
154,SEN,40875685.0,8,24391923.0,6229070460991.039,8.599076663282583,76.33024176935031,45384851.0,9,24823726.0,6431501594792.65,8.581202832182079,76.26135148936284,120936771.0,2,115425292.0,1645248744328672.5,2.2609815143132774,3.1252064152190338,0.43370453538418063,0.30120826795150774,0.9124316565224712,,No Change
155,SGP,14309253.0,4,13227648.0,2031718510895.308,9.103629416989117,80.92180741506162,20119916.0,3,13319275.0,2218396929434.088,8.1941322536067,68.33453816411644,851782644.0,2,829220469.0,2.5419947231371864e+16,4.90094453075144,22.026078855969793,,0.3933710035141361,0.9479783936653775,,No Change
156,SLB,3229806.0,8,1406422.0,51851245925.23307,4.718805628706169,22.430684474701508,3623451.0,9,1415065.0,53213592487.93421,4.602979152931084,21.473364027396748,3822798.0,3,3684067.0,4355451126913.0,0.7070370249764905,-1.5,0.29589586179619287,0.18184887633038857,0.9294076920824436,,No Change
157,SLE,0.0,0,--,--,--,--,0.0,0,--,--,--,--,5748224.0,2,5511080.0,13907200466048.0,0.0,-2.0,,0.0,0.9208936247975288,,No Change
158,SLV,184826066.0,2,176841018.0,316000081724794.2,9.779710946495694,93.76188454251795,187424808.0,2,177793835.0,319362685555839.75,9.779388933593161,93.75763525351209,121236744.0,1,121105685.0,7317430067919938.0,0.0,-2.0,0.9166407171013943,0.8690354161926584,0.9978403028875014,0.00419844,Increasing HHI
159,SMR,0.0,0,--,--,--,--,0.0,0,--,--,--,--,24291064.0,2,20548474.0,141218868510728.0,0.0,-2.0,,0.0,0.7283155356355099,,No Change
160,SOM,31921617.0,10,15874382.0,2773275424656.199,8.386502268046325,74.4101782741862,35834361.0,13,15986239.0,2838170263881.629,8.244683698533876,72.40848782756021,147639411.0,7,43241053.0,205614875235653.12,1.554960486887586,0.6683149156174673,,0.2003243707369204,0.22242561345054293,,No Change
161,SRB,518141.0,6,363765.0,2903032355.030527,6.199850457269032,37.85547930714481,2709348.0,7,1524645.0,49221968387.95755,6.087433177487687,37.34012012622459,424038357.0,5,372987584.0,4315238764053827.5,5.376168386122202,26.948291856973242,,0.12567210240907126,0.7747533724619728,,No Change
162,STP,2769017.0,4,2344116.0,182671681967.4264,5.12080941765605,24.48819587847861,2910271.0,4,2448638.0,199105810224.58505,5.12541125087758,24.52098528059961,150923258.0,9,73210892.0,284266316136329.06,3.2205517874732617,9.8551929866111,0.7242377698097974,0.6766510543645177,0.23682746780016237,0.021479508,Increasing HHI
163,SUR,11009904.0,6,6181727.0,620990357793.9158,6.736674356981381,47.08568109649258,12118323.0,8,6256550.0,635732924665.0547,6.686855528006674,46.65873664224149,9635680.0,3,6955288.0,10022863931492.666,0.8926425580081191,-0.9123329127123538,,0.26500853049575074,0.5738533186839251,,No Change
164,SVK,1568413.0,13,775548.0,15558311930.019873,5.35679336462925,28.97718010062193,1676365.0,12,780444.0,14796698651.89701,5.476839309447272,30.697843316371937,5622969517.0,4,4913740953.0,8.014577804009617e+17,5.1527601624289705,24.7126833248183,,0.20789977660000214,0.7682390262846965,,No Change
165,SVN,97291084.0,8,41574163.0,21114899563014.676,7.326018018281541,56.57031555535911,105404415.0,9,43767603.0,22725610725975.145,7.449901796920395,58.77842095701566,2005495044.0,2,1764587472.0,1.076493695991739e+17,5.008721933832204,23.37696309693387,,0.22810981307118613,0.7839045826241718,0.028708215,Increasing HHI
166,SWE,303586230.0,8,164770036.0,237723935164649.28,9.324870491153801,89.76988243868051,321923087.0,8,165192395.0,238112657277442.34,9.313157530956747,89.69633029637805,5461712543.0,2,4655755322.0,4.4815741369404755e+17,6.5915725197141635,42.16677429065288,,0.3233643275048773,0.7415391288673653,0.002041206,Decreasing HHI
167,SWZ,12027981.0,4,9594001.0,1213918525385.9219,8.260877088409261,67.95376551010993,13927365.0,5,9641850.0,1230540897480.765,8.156261308726627,66.7421761737017,0.0,0,--,--,--,--,0.6589131584156351,0.3683650006777421,0.0,,No Change
168,SYC,3296283.0,3,3061349.0,170181111265.32187,7.195113380058252,49.85193665649663,3734097.0,5,3069107.0,170545926692.29828,7.170055969379655,49.61201366193571,99000607.0,5,51336711.0,258715307788248.25,2.030049685989607,2.578326191607885,0.8639593302177014,0.5366361219889293,0.39169711794857964,,No Change
169,SYR,111929450.0,7,58462801.0,34248724547751.395,8.486078642194942,77.31969123901784,118883991.0,7,58701067.0,34323899805763.96,8.478915284539465,77.3641846401075,57272914.0,4,42778331.0,226403575979314.2,1.9461671774925124,2.173347357602055,,0.28646461761095854,0.6081508653027848,0.00743034,Decreasing HHI
170,TCA,0.0,0,--,--,--,--,0.0,0,--,--,--,--,101405125.0,3,68445617.0,780882531494368.5,1.2265186971047304,-0.09702814282175254,,0.0,0.4774653382280981,,No Change
171,TCD,23334341.0,9,13179887.0,1796335459721.6113,9.032985857081716,84.25437317237736,25961730.0,11,13273196.0,1827989268889.6667,8.93934046470384,83.03238069258316,162887.0,2,139851.0,6822872112.5,0.0,-2.0,0.3430136988747389,0.2326248847885387,0.7571546498507085,0.000237331,Decreasing HHI
172,TGO,17644320.0,6,7622406.0,1197867955202.9224,6.0368193159890025,35.60852120414713,18892708.0,8,7651273.0,1208579193759.0361,6.001748115644918,35.29924896714646,4498869.0,2,4142637.0,7168431412012.5,0.0,-2.0,0.3275580616835721,0.26462756809635346,0.85417462234306,,No Change
173,THA,178219767.0,4,147910990.0,168465596803930.44,11.055943641692329,122.08575064826188,191932134.0,4,149492697.0,172403250403539.25,11.006310560781312,121.32766391795667,122474.0,1,122474.0,--,0.0,-3.0,0.7023933041865361,0.588029003352385,1.0,0.017315825,Increasing HHI
174,TJK,17881306.0,9,11084590.0,1641658324612.0452,7.885284632173713,63.46642189182492,20961637.0,10,11105448.0,1689071656738.5808,7.551255082608981,59.42794129791294,90221401.0,3,44319243.0,377687466537829.94,0.9200133078944976,-1.0281584474127212,,0.29074354368898314,0.4212542319608331,,No Change
175,TKM,51083.0,5,18956.0,54845662.900000006,0.9825086055420784,-0.7309566782224528,52438.0,5,19411.0,55812357.2888889,0.9987904885272115,-0.6845016580845429,8058887.0,6,3354142.0,2096495332552.619,0.7899519168113833,-1.195306867187353,,0.19771769571819936,0.2323299028943793,,No Change
176,TLS,501833.0,7,389677.0,4590807732.183713,5.351616870244248,27.071094949537496,549250.0,8,391681.0,3347378043.2850246,6.351915279832434,39.16177341376581,498162899.0,7,238648276.0,1881566391492479.8,4.268113743694844,18.646336647618142,,0.36246413402218136,0.29218594481928234,,No Change
177,TON,1096295.0,4,749721.0,25424145646.090908,3.98961658495862,14.911441415527193,1143170.0,4,750665.0,26036836523.861656,3.863932039734156,14.02479262762742,0.0,0,--,--,--,--,0.508865190372343,0.41912501071493563,0.0,,No Change
178,TTO,0.0,0,--,--,--,--,0.0,0,--,--,--,--,51124654.0,3,40871575.0,429956817985732.3,0.6772203018405151,-1.4999999999999996,,0.0,0.6471470542556415,,No Change
179,TUN,99038796.0,6,48862850.0,26775382701556.895,7.808248246982232,64.9129313477218,104706801.0,6,49087584.0,27061918005505.117,7.7782899975132755,64.50200552259538,75076184.0,3,45994259.0,280197760272758.56,1.5466069521365222,0.8790036554393725,0.3278568766218614,0.28011921783900867,0.4729832336024286,,No Change
180,TUR,339572714.0,4,288573633.0,562821968135250.06,11.919863215106666,141.27443295832583,354461426.0,4,289248156.0,565301779616166.8,11.913117011551467,141.16324601139036,1697278.0,2,1392386.0,591321600018.0,0.0,-2.0,0.7290938562164596,0.6379492297435125,0.7052663592535877,,No Change
181,TUV,2157679.0,8,1287278.0,46033916273.647934,5.211323807761523,27.09557036209313,2242764.0,9,1289395.0,46136771251.93457,5.193008475483793,26.952531406621684,0.0,0,--,--,--,--,0.3921682481987627,0.34070209367789134,0.0,,No Change
182,TWN,0.0,0,--,--,--,--,0.0,0,--,--,--,--,2243630640.0,2,2174468656.0,2.2161580915838577e+18,0.0,-2.0,,0.0,0.9046576825040766,,No Change
183,TZA,92653449.0,7,49876213.0,26677230211438.51,8.344406613544255,71.05513338010749,99424976.0,8,50974106.0,27607014862468.008,8.370326319975915,71.67235455265195,0.0,0,--,--,--,--,0.3994248023394315,0.31130130949706436,0.0,0.004083866,Increasing HHI
184,UGA,88253327.0,4,81499832.0,63806981567826.64,10.040264572264057,98.87490569021823,94372323.0,4,81683984.0,64098884274819.85,10.01837894233162,98.5781081791445,35546058.0,1,35404620.0,416162822663916.0,0.7070968207211283,-1.5,,0.6878470850117702,0.9920677975268689,,No Change
185,UKR,88810016.0,5,42879741.0,27495562432210.66,6.907389087556991,48.11539961762211,92051144.0,5,43191214.0,27850873639771.965,6.907103206565489,48.124773147103284,2974531588.0,3,2070973897.0,1.249147573194876e+17,5.036063235647452,24.946819557051214,,0.30086817389029447,0.5621292262619291,0.006742885,Decreasing HHI
186,URY,286367878.0,3,271015164.0,662069048611514.8,10.368236331860142,105.6650869081125,290782088.0,3,273198293.0,672740719961087.2,10.36694989049453,105.64678747288085,56098714.0,4,49468694.0,459140015562201.8,1.4842294495748558,0.22836058391248049,0.8970793532663419,0.8627028741556656,0.7835785554083089,0.044078179,Decreasing HHI
